epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
165,630.32,0.62914,0.30554,0.77251,0.99114,0.98146,0.99319,0.84638,0.56615,0.28092,0.76481,8.3764e-05,8.3764e-05,8.3764e-05
166,634.234,0.62025,0.30754,0.76816,0.99168,0.98195,0.99326,0.85646,0.52932,0.26711,0.76415,8.3665e-05,8.3665e-05,8.3665e-05
167,638.254,0.58812,0.29494,0.77405,0.99433,0.98249,0.99333,0.85954,0.5322,0.2666,0.76389,8.3566e-05,8.3566e-05,8.3566e-05
168,642.284,0.63948,0.30815,0.76536,0.99376,0.98438,0.99405,0.85397,0.51911,0.26721,0.76106,8.3467e-05,8.3467e-05,8.3467e-05
169,646.239,0.64738,0.315,0.76617,0.99065,0.98229,0.99172,0.80896,0.68523,0.30442,0.76915,8.3368e-05,8.3368e-05,8.3368e-05
170,650.342,0.66271,0.31421,0.76761,0.99336,0.98558,0.99385,0.85351,0.53626,0.27147,0.76284,8.3269e-05,8.3269e-05,8.3269e-05
171,654.203,0.75552,0.34478,0.76884,0.99203,0.98352,0.99372,0.84527,0.52889,0.26919,0.76047,8.317e-05,8.317e-05,8.317e-05
172,658.362,0.66977,0.32044,0.77606,0.99119,0.97734,0.99137,0.75063,0.78117,0.3306,0.76896,8.3071e-05,8.3071e-05,8.3071e-05
173,662.47,0.75655,0.33769,0.77057,0.99063,0.98009,0.992,0.7937,0.7085,0.31228,0.76728,8.2972e-05,8.2972e-05,8.2972e-05
174,666.461,0.67741,0.32402,0.76976,0.98864,0.98585,0.99405,0.85912,0.52487,0.26992,0.76145,8.2873e-05,8.2873e-05,8.2873e-05
175,670.384,0.67015,0.3106,0.77009,0.98963,0.983,0.99392,0.85551,0.53971,0.2732,0.76323,8.2774e-05,8.2774e-05,8.2774e-05
176,674.299,0.63454,0.2999,0.77358,0.98962,0.9818,0.99382,0.84131,0.58428,0.28174,0.76333,8.2675e-05,8.2675e-05,8.2675e-05
177,678.13,0.62775,0.29637,0.77056,0.98907,0.98146,0.99329,0.85193,0.51815,0.26979,0.76145,8.2576e-05,8.2576e-05,8.2576e-05
178,681.909,0.5851,0.29095,0.76721,0.99007,0.97837,0.99049,0.83946,0.58249,0.28961,0.76598,8.2477e-05,8.2477e-05,8.2477e-05
179,685.737,0.61088,0.29712,0.76876,0.98963,0.98266,0.99175,0.85208,0.53748,0.27283,0.76358,8.2378e-05,8.2378e-05,8.2378e-05
180,689.597,0.61427,0.30768,0.7726,0.99065,0.9822,0.99285,0.84479,0.53813,0.27546,0.76346,8.2279e-05,8.2279e-05,8.2279e-05
181,693.55,0.61856,0.29818,0.76832,0.99077,0.98249,0.9932,0.83594,0.58996,0.28745,0.76708,8.218e-05,8.218e-05,8.218e-05
182,697.557,0.62966,0.29791,0.76454,0.99221,0.98455,0.99352,0.84911,0.53077,0.27199,0.76359,8.2081e-05,8.2081e-05,8.2081e-05
183,701.579,0.57481,0.28525,0.76573,0.99077,0.98146,0.99164,0.84143,0.55397,0.28083,0.76412,8.1982e-05,8.1982e-05,8.1982e-05
184,705.625,0.59223,0.29091,0.76028,0.99251,0.98146,0.99314,0.87262,0.50354,0.26595,0.76207,8.1883e-05,8.1883e-05,8.1883e-05
185,709.783,0.5939,0.2933,0.76752,0.99271,0.98119,0.9934,0.86429,0.52783,0.26915,0.76421,8.1784e-05,8.1784e-05,8.1784e-05
186,713.878,0.58313,0.2835,0.77588,0.99271,0.98201,0.99288,0.86547,0.52389,0.26506,0.76313,8.1685e-05,8.1685e-05,8.1685e-05
187,717.718,0.57246,0.28232,0.76049,0.99429,0.98352,0.99431,0.85741,0.51983,0.26631,0.76189,8.1586e-05,8.1586e-05,8.1586e-05
188,721.604,0.59825,0.29209,0.76645,0.99282,0.98146,0.99413,0.86376,0.52379,0.27756,0.76271,8.1487e-05,8.1487e-05,8.1487e-05
189,725.491,0.61066,0.30387,0.76278,0.99477,0.98011,0.99431,0.8555,0.54236,0.28565,0.7625,8.1388e-05,8.1388e-05,8.1388e-05
190,729.417,0.61645,0.302,0.77082,0.99375,0.98206,0.99425,0.84712,0.54834,0.27486,0.76168,8.1289e-05,8.1289e-05,8.1289e-05
191,733.329,0.59286,0.2923,0.77097,0.993,0.98146,0.99364,0.82835,0.5878,0.28193,0.76423,8.119e-05,8.119e-05,8.119e-05
192,737.397,0.60578,0.29328,0.76949,0.99271,0.98135,0.99275,0.8402,0.56553,0.27712,0.76334,8.1091e-05,8.1091e-05,8.1091e-05
193,741.409,0.62577,0.3079,0.75851,0.99068,0.98146,0.9917,0.84632,0.57477,0.28592,0.76514,8.0992e-05,8.0992e-05,8.0992e-05
194,745.491,0.61539,0.30479,0.7628,0.99064,0.98102,0.99294,0.85388,0.54994,0.2729,0.76288,8.0893e-05,8.0893e-05,8.0893e-05
195,749.455,0.57837,0.29341,0.76848,0.99272,0.98286,0.99384,0.85021,0.54887,0.26502,0.76101,8.0794e-05,8.0794e-05,8.0794e-05
196,753.571,0.60976,0.30053,0.76401,0.98964,0.98412,0.99374,0.86054,0.55989,0.27284,0.76304,8.0695e-05,8.0695e-05,8.0695e-05
197,757.691,0.58732,0.28894,0.76442,0.98769,0.98352,0.9935,0.85678,0.53662,0.26944,0.76272,8.0596e-05,8.0596e-05,8.0596e-05
198,761.467,0.59188,0.29948,0.76451,0.9886,0.98207,0.99347,0.8428,0.56718,0.27362,0.76428,8.0497e-05,8.0497e-05,8.0497e-05
199,765.236,0.59935,0.29949,0.76691,0.98863,0.98455,0.99392,0.85921,0.52992,0.26986,0.76274,8.0398e-05,8.0398e-05,8.0398e-05
200,769.074,0.5845,0.28995,0.77049,0.99272,0.98273,0.99387,0.85382,0.52433,0.27024,0.76303,8.0299e-05,8.0299e-05,8.0299e-05
201,772.903,0.59641,0.29564,0.76198,0.98935,0.98455,0.99367,0.84964,0.53747,0.27994,0.76305,8.02e-05,8.02e-05,8.02e-05
202,776.774,0.60969,0.29784,0.77009,0.99272,0.98317,0.9941,0.85977,0.51601,0.26468,0.76222,8.0101e-05,8.0101e-05,8.0101e-05
203,780.553,0.59284,0.29121,0.76465,0.99335,0.98455,0.99389,0.85218,0.53783,0.26793,0.76219,8.0002e-05,8.0002e-05,8.0002e-05
204,784.485,0.61436,0.29096,0.76428,0.99068,0.98477,0.99286,0.85335,0.5315,0.26585,0.76195,7.9903e-05,7.9903e-05,7.9903e-05
205,788.327,0.58978,0.28604,0.76306,0.99041,0.98558,0.99261,0.84957,0.55651,0.2749,0.76277,7.9804e-05,7.9804e-05,7.9804e-05
206,792.328,0.58575,0.2898,0.77277,0.99115,0.98352,0.99254,0.85625,0.52506,0.26941,0.76094,7.9705e-05,7.9705e-05,7.9705e-05
207,796.163,0.58711,0.28578,0.76629,0.99134,0.98249,0.99355,0.85214,0.54756,0.27024,0.76121,7.9606e-05,7.9606e-05,7.9606e-05
208,800.121,0.60617,0.29157,0.77129,0.98946,0.98043,0.9933,0.86161,0.52718,0.26807,0.76065,7.9507e-05,7.9507e-05,7.9507e-05
209,803.973,0.57341,0.28947,0.76876,0.98757,0.98187,0.99355,0.85418,0.54511,0.27152,0.7609,7.9408e-05,7.9408e-05,7.9408e-05
210,807.858,0.59798,0.29953,0.76482,0.99257,0.98146,0.99366,0.8595,0.5345,0.26884,0.76057,7.9309e-05,7.9309e-05,7.9309e-05
211,811.758,0.61425,0.30092,0.76188,0.98858,0.98085,0.99159,0.8439,0.57688,0.2873,0.76424,7.921e-05,7.921e-05,7.921e-05
212,815.715,0.59819,0.29924,0.76815,0.98759,0.98338,0.99175,0.85959,0.54728,0.27514,0.76302,7.9111e-05,7.9111e-05,7.9111e-05
213,819.623,0.58049,0.29469,0.76515,0.98658,0.98447,0.99322,0.85154,0.548,0.27356,0.76325,7.9012e-05,7.9012e-05,7.9012e-05
214,823.44,0.61843,0.30154,0.75909,0.99029,0.98558,0.99418,0.85998,0.54347,0.27168,0.76333,7.8913e-05,7.8913e-05,7.8913e-05
215,827.269,0.59198,0.28847,0.76274,0.98844,0.98661,0.99429,0.86791,0.5261,0.26618,0.76208,7.8814e-05,7.8814e-05,7.8814e-05
216,831.131,0.61899,0.30476,0.77137,0.98964,0.98359,0.99252,0.84788,0.56559,0.27693,0.76405,7.8715e-05,7.8715e-05,7.8715e-05
217,835.078,0.6065,0.2969,0.76545,0.98861,0.98335,0.99323,0.86076,0.53815,0.27162,0.7627,7.8616e-05,7.8616e-05,7.8616e-05
218,838.907,0.58653,0.29138,0.76874,0.98834,0.98558,0.99391,0.85104,0.555,0.27849,0.76371,7.8517e-05,7.8517e-05,7.8517e-05
219,842.789,0.62532,0.30094,0.76583,0.9878,0.98352,0.99209,0.85539,0.54619,0.27413,0.76387,7.8418e-05,7.8418e-05,7.8418e-05
220,846.753,0.5855,0.29016,0.76595,0.98655,0.98216,0.99327,0.85755,0.53929,0.27265,0.76277,7.8319e-05,7.8319e-05,7.8319e-05
221,850.706,0.56139,0.2787,0.76646,0.99371,0.97591,0.99265,0.85219,0.5345,0.27245,0.76257,7.822e-05,7.822e-05,7.822e-05
222,854.535,0.59528,0.28833,0.75779,0.98472,0.97734,0.99051,0.84733,0.55947,0.28252,0.76499,7.8121e-05,7.8121e-05,7.8121e-05
223,858.383,0.60209,0.29364,0.76633,0.98477,0.97837,0.98986,0.84971,0.56349,0.28454,0.76476,7.8022e-05,7.8022e-05,7.8022e-05
224,862.275,0.58627,0.29641,0.76025,0.98709,0.98043,0.99045,0.83894,0.5826,0.2767,0.76347,7.7923e-05,7.7923e-05,7.7923e-05
225,866.286,0.59709,0.29651,0.76283,0.98757,0.98168,0.99095,0.85132,0.54026,0.26119,0.7619,7.7824e-05,7.7824e-05,7.7824e-05
226,870.226,0.54116,0.27854,0.77122,0.98552,0.98161,0.99131,0.84702,0.55797,0.2715,0.76293,7.7725e-05,7.7725e-05,7.7725e-05
227,874.074,0.58196,0.28624,0.77388,0.98782,0.98249,0.99072,0.85788,0.52924,0.26958,0.76215,7.7626e-05,7.7626e-05,7.7626e-05
228,878.078,0.61517,0.29755,0.77389,0.99065,0.98352,0.99257,0.86533,0.52542,0.26403,0.76282,7.7527e-05,7.7527e-05,7.7527e-05
229,882.058,0.61608,0.29134,0.76369,0.99272,0.98327,0.99395,0.87028,0.50489,0.25829,0.7612,7.7428e-05,7.7428e-05,7.7428e-05
230,886.044,0.59666,0.29083,0.76263,0.98962,0.98184,0.99397,0.8485,0.55089,0.27223,0.76359,7.7329e-05,7.7329e-05,7.7329e-05
231,889.836,0.60424,0.29562,0.76383,0.9917,0.98392,0.9937,0.85947,0.51423,0.26335,0.76156,7.723e-05,7.723e-05,7.723e-05
232,893.712,0.57254,0.28354,0.76714,0.99066,0.98335,0.99358,0.86547,0.51891,0.26287,0.76174,7.7131e-05,7.7131e-05,7.7131e-05
233,897.529,0.5841,0.29006,0.76347,0.99172,0.98628,0.99415,0.87645,0.49149,0.25871,0.75952,7.7032e-05,7.7032e-05,7.7032e-05
234,901.489,0.58256,0.29457,0.76503,0.9917,0.98478,0.99393,0.86502,0.5159,0.2653,0.76051,7.6933e-05,7.6933e-05,7.6933e-05
235,905.373,0.56142,0.28448,0.75784,0.99273,0.98416,0.99326,0.86537,0.52852,0.26566,0.76183,7.6834e-05,7.6834e-05,7.6834e-05
236,909.316,0.5842,0.28409,0.75968,0.99066,0.98333,0.99294,0.86866,0.51221,0.26479,0.76085,7.6735e-05,7.6735e-05,7.6735e-05
237,913.173,0.60928,0.29577,0.76407,0.98961,0.98044,0.99204,0.85469,0.51522,0.26101,0.76149,7.6636e-05,7.6636e-05,7.6636e-05
238,917.082,0.61587,0.29246,0.76314,0.99065,0.98244,0.99144,0.84744,0.56877,0.27365,0.76463,7.6537e-05,7.6537e-05,7.6537e-05
239,920.977,0.59201,0.28772,0.76067,0.9916,0.98146,0.99159,0.85969,0.53682,0.2702,0.76137,7.6438e-05,7.6438e-05,7.6438e-05
240,924.971,0.58077,0.29002,0.75955,0.99107,0.9794,0.99067,0.84924,0.54416,0.27408,0.76182,7.6339e-05,7.6339e-05,7.6339e-05
241,928.849,0.58,0.29235,0.76569,0.98774,0.98146,0.99252,0.85875,0.52263,0.26316,0.75978,7.624e-05,7.624e-05,7.624e-05
242,932.729,0.59317,0.29823,0.75524,0.98757,0.98226,0.99328,0.84496,0.596,0.28314,0.7637,7.6141e-05,7.6141e-05,7.6141e-05
243,936.633,0.60512,0.29924,0.76187,0.98759,0.98384,0.9939,0.85984,0.53627,0.26943,0.76141,7.6042e-05,7.6042e-05,7.6042e-05
244,940.522,0.5849,0.28599,0.76326,0.98557,0.98146,0.99348,0.85247,0.55469,0.27143,0.76296,7.5943e-05,7.5943e-05,7.5943e-05
245,944.506,0.57567,0.28811,0.76487,0.98682,0.98043,0.99345,0.86331,0.52124,0.26391,0.76115,7.5844e-05,7.5844e-05,7.5844e-05
246,948.503,0.59394,0.29173,0.76997,0.98671,0.9794,0.99345,0.86288,0.51283,0.26262,0.76122,7.5745e-05,7.5745e-05,7.5745e-05
247,952.496,0.6056,0.29497,0.76892,0.99062,0.97868,0.99223,0.84648,0.55143,0.27389,0.76299,7.5646e-05,7.5646e-05,7.5646e-05
248,956.42,0.5797,0.28637,0.76174,0.99287,0.97734,0.99351,0.86642,0.49424,0.26083,0.76065,7.5547e-05,7.5547e-05,7.5547e-05
249,960.248,0.56144,0.27843,0.76334,0.98963,0.98238,0.99374,0.8638,0.5257,0.27117,0.76221,7.5448e-05,7.5448e-05,7.5448e-05
250,964.145,0.58506,0.27878,0.76153,0.99269,0.97953,0.99393,0.87866,0.49267,0.25746,0.76058,7.5349e-05,7.5349e-05,7.5349e-05
251,968.104,0.55578,0.27464,0.76122,0.99114,0.98146,0.99394,0.86692,0.5264,0.27083,0.76401,7.525e-05,7.525e-05,7.525e-05
252,972.061,0.57342,0.28515,0.75804,0.99272,0.98249,0.99397,0.87526,0.4958,0.25754,0.76186,7.5151e-05,7.5151e-05,7.5151e-05
253,975.921,0.56205,0.27999,0.76211,0.99205,0.98249,0.99313,0.85254,0.55222,0.267,0.76398,7.5052e-05,7.5052e-05,7.5052e-05
254,979.732,0.59516,0.28836,0.76453,0.99063,0.98018,0.9924,0.84566,0.55358,0.2718,0.76381,7.4953e-05,7.4953e-05,7.4953e-05
255,983.65,0.61433,0.28898,0.76066,0.9923,0.98455,0.99412,0.87777,0.48201,0.25438,0.75988,7.4854e-05,7.4854e-05,7.4854e-05
256,987.507,0.57128,0.2833,0.77215,0.9886,0.98146,0.99301,0.85463,0.54537,0.26725,0.76406,7.4755e-05,7.4755e-05,7.4755e-05
257,991.47,0.55123,0.2757,0.7651,0.99069,0.98651,0.9941,0.87193,0.50394,0.25698,0.76226,7.4656e-05,7.4656e-05,7.4656e-05
258,995.292,0.53949,0.27507,0.7622,0.99271,0.98455,0.99386,0.86317,0.50249,0.25428,0.76162,7.4557e-05,7.4557e-05,7.4557e-05
259,999.083,0.55061,0.26974,0.76346,0.9902,0.98352,0.99373,0.85361,0.51985,0.26168,0.76232,7.4458e-05,7.4458e-05,7.4458e-05
260,1003.05,0.5495,0.26506,0.76158,0.99133,0.98455,0.99341,0.86926,0.48864,0.25133,0.76046,7.4359e-05,7.4359e-05,7.4359e-05
261,1006.98,0.5597,0.27419,0.76502,0.98966,0.98567,0.99325,0.86002,0.5347,0.26622,0.76315,7.426e-05,7.426e-05,7.426e-05
262,1010.78,0.5184,0.26635,0.76892,0.99147,0.98558,0.99317,0.86835,0.50249,0.25575,0.76133,7.4161e-05,7.4161e-05,7.4161e-05
263,1014.72,0.5428,0.27097,0.76718,0.99033,0.98249,0.99212,0.85333,0.5357,0.25811,0.76201,7.4062e-05,7.4062e-05,7.4062e-05
264,1018.65,0.56706,0.27513,0.76366,0.99169,0.98346,0.99306,0.85617,0.52424,0.26152,0.76077,7.3963e-05,7.3963e-05,7.3963e-05
265,1022.5,0.59605,0.28636,0.76159,0.99123,0.98249,0.99375,0.85114,0.52053,0.25798,0.76062,7.3864e-05,7.3864e-05,7.3864e-05
266,1026.4,0.553,0.27503,0.75962,0.99168,0.98175,0.99299,0.84069,0.57616,0.27274,0.76313,7.3765e-05,7.3765e-05,7.3765e-05
267,1030.29,0.57839,0.28168,0.76702,0.98939,0.98455,0.99411,0.8612,0.52251,0.26229,0.76181,7.3666e-05,7.3666e-05,7.3666e-05
268,1034.29,0.53604,0.27085,0.76043,0.99271,0.98184,0.99402,0.85739,0.54187,0.26366,0.76351,7.3567e-05,7.3567e-05,7.3567e-05
269,1038.28,0.55578,0.27546,0.76325,0.9915,0.98455,0.99436,0.86486,0.49473,0.2503,0.76059,7.3468e-05,7.3468e-05,7.3468e-05
270,1042.31,0.55051,0.27077,0.76678,0.99066,0.98357,0.99399,0.86734,0.50666,0.25138,0.76188,7.3369e-05,7.3369e-05,7.3369e-05
271,1046.16,0.56694,0.27492,0.75757,0.99272,0.98249,0.99319,0.86252,0.51778,0.25792,0.76157,7.327e-05,7.327e-05,7.327e-05
272,1050.11,0.56246,0.28052,0.76316,0.99025,0.98043,0.99242,0.85103,0.54855,0.26642,0.76156,7.3171e-05,7.3171e-05,7.3171e-05
273,1054.08,0.58677,0.27769,0.76586,0.98756,0.9807,0.99155,0.8534,0.56498,0.26979,0.76304,7.3072e-05,7.3072e-05,7.3072e-05
274,1058.05,0.57574,0.27935,0.76472,0.99374,0.9809,0.99271,0.87368,0.5028,0.25312,0.76064,7.2973e-05,7.2973e-05,7.2973e-05
275,1062.03,0.56129,0.27766,0.76165,0.99167,0.98044,0.99214,0.85164,0.55237,0.26695,0.76238,7.2874e-05,7.2874e-05,7.2874e-05
276,1066.02,0.54041,0.27129,0.76509,0.9917,0.98475,0.99265,0.87473,0.49348,0.25132,0.76012,7.2775e-05,7.2775e-05,7.2775e-05
277,1070.05,0.60731,0.28622,0.76509,0.98964,0.98391,0.99261,0.87045,0.48911,0.25043,0.76051,7.2676e-05,7.2676e-05,7.2676e-05
278,1074.16,0.59254,0.2839,0.76493,0.9896,0.98033,0.99199,0.83724,0.56371,0.27124,0.76384,7.2577e-05,7.2577e-05,7.2577e-05
279,1078.15,0.55959,0.27373,0.75879,0.98861,0.98355,0.99264,0.85969,0.51451,0.25748,0.7612,7.2478e-05,7.2478e-05,7.2478e-05
280,1082.34,0.55407,0.27537,0.77021,0.9886,0.98219,0.9923,0.86446,0.51793,0.25471,0.76034,7.2379e-05,7.2379e-05,7.2379e-05
281,1086.39,0.5686,0.27088,0.76196,0.98759,0.98362,0.99172,0.85198,0.54856,0.25846,0.76156,7.228e-05,7.228e-05,7.228e-05
282,1090.42,0.55317,0.26726,0.76804,0.98965,0.98502,0.99303,0.8734,0.48388,0.24163,0.75933,7.2181e-05,7.2181e-05,7.2181e-05
283,1094.43,0.57142,0.27373,0.76503,0.98963,0.98288,0.99184,0.86411,0.51344,0.24927,0.76014,7.2082e-05,7.2082e-05,7.2082e-05
284,1098.29,0.53235,0.26311,0.76541,0.98759,0.98352,0.99303,0.86977,0.48773,0.244,0.75954,7.1983e-05,7.1983e-05,7.1983e-05
285,1102.19,0.56646,0.27718,0.77173,0.9876,0.98404,0.992,0.86751,0.50923,0.25126,0.762,7.1884e-05,7.1884e-05,7.1884e-05
286,1106.08,0.54042,0.26666,0.76972,0.98863,0.98461,0.99198,0.87048,0.51222,0.25035,0.76194,7.1785e-05,7.1785e-05,7.1785e-05
287,1110.08,0.54892,0.27096,0.76932,0.98827,0.98558,0.99295,0.87938,0.48087,0.24388,0.75912,7.1686e-05,7.1686e-05,7.1686e-05
288,1114.39,0.57171,0.27773,0.76706,0.98759,0.98348,0.99249,0.86391,0.52002,0.2569,0.76118,7.1587e-05,7.1587e-05,7.1587e-05
289,1118.46,0.55218,0.27165,0.75942,0.99169,0.9836,0.99371,0.87634,0.49392,0.24844,0.75921,7.1488e-05,7.1488e-05,7.1488e-05
290,1122.68,0.65056,0.3013,0.76109,0.98915,0.98455,0.9933,0.87653,0.49099,0.24817,0.76064,7.1389e-05,7.1389e-05,7.1389e-05
291,1126.69,0.58782,0.28114,0.7666,0.9902,0.98249,0.99298,0.86946,0.50587,0.25106,0.7607,7.129e-05,7.129e-05,7.129e-05
292,1130.63,0.53995,0.26687,0.76374,0.99068,0.98567,0.99437,0.87862,0.48849,0.24509,0.75881,7.1191e-05,7.1191e-05,7.1191e-05
293,1134.57,0.52936,0.26574,0.76314,0.9917,0.98477,0.99406,0.87466,0.49832,0.24243,0.76032,7.1092e-05,7.1092e-05,7.1092e-05
294,1138.53,0.54606,0.26497,0.771,0.99068,0.98516,0.9943,0.86199,0.50055,0.2456,0.75939,7.0993e-05,7.0993e-05,7.0993e-05
295,1142.47,0.53776,0.26886,0.76557,0.99068,0.98517,0.99427,0.87409,0.49446,0.24579,0.75976,7.0894e-05,7.0894e-05,7.0894e-05
296,1146.4,0.56723,0.27453,0.76587,0.98964,0.98401,0.99395,0.8603,0.54094,0.26289,0.76234,7.0795e-05,7.0795e-05,7.0795e-05
297,1150.23,0.56781,0.27233,0.77117,0.98759,0.98355,0.99314,0.86813,0.50012,0.25672,0.76003,7.0696e-05,7.0696e-05,7.0696e-05
298,1154.16,0.59088,0.28,0.76887,0.98758,0.98282,0.99223,0.84835,0.53902,0.26879,0.76192,7.0597e-05,7.0597e-05,7.0597e-05
299,1157.99,0.57789,0.27838,0.77074,0.98961,0.98129,0.99337,0.85709,0.55743,0.26613,0.76224,7.0498e-05,7.0498e-05,7.0498e-05
300,1161.98,0.54762,0.2719,0.76811,0.9876,0.98433,0.99375,0.87648,0.50852,0.25294,0.76102,7.0399e-05,7.0399e-05,7.0399e-05
301,1165.88,0.55073,0.27132,0.76023,0.98861,0.98293,0.99307,0.85814,0.53432,0.2567,0.76259,7.03e-05,7.03e-05,7.03e-05
302,1169.8,0.56003,0.27717,0.768,0.99285,0.98043,0.99292,0.87241,0.5075,0.2514,0.76136,7.0201e-05,7.0201e-05,7.0201e-05
303,1173.61,0.56567,0.27516,0.76752,0.98966,0.98565,0.9941,0.87579,0.49416,0.24748,0.7612,7.0102e-05,7.0102e-05,7.0102e-05
304,1177.68,0.51195,0.27118,0.76769,0.98966,0.98567,0.99316,0.8662,0.49959,0.25316,0.76229,7.0003e-05,7.0003e-05,7.0003e-05
305,1181.55,0.52116,0.26617,0.7679,0.98862,0.98448,0.99321,0.87412,0.50135,0.2504,0.76242,6.9904e-05,6.9904e-05,6.9904e-05
306,1185.46,0.5519,0.26769,0.76888,0.98864,0.98589,0.99435,0.87448,0.51535,0.25432,0.76292,6.9805e-05,6.9805e-05,6.9805e-05
307,1189.49,0.51338,0.25911,0.76438,0.98859,0.98558,0.99426,0.8683,0.51702,0.253,0.76157,6.9706e-05,6.9706e-05,6.9706e-05
308,1193.45,0.55696,0.27023,0.76621,0.98863,0.98495,0.99394,0.86496,0.51986,0.25443,0.76126,6.9607e-05,6.9607e-05,6.9607e-05
309,1197.4,0.54695,0.27387,0.76414,0.98761,0.98512,0.99433,0.85574,0.52397,0.25432,0.76005,6.9508e-05,6.9508e-05,6.9508e-05
310,1201.31,0.57131,0.27638,0.76529,0.98863,0.98487,0.99406,0.86204,0.52015,0.25301,0.76002,6.9409e-05,6.9409e-05,6.9409e-05
311,1205.32,0.57071,0.2748,0.76362,0.98862,0.98384,0.99315,0.8611,0.52701,0.25606,0.76016,6.931e-05,6.931e-05,6.931e-05
312,1209.32,0.56522,0.27816,0.76333,0.98759,0.98321,0.99315,0.86204,0.50313,0.25318,0.75999,6.9211e-05,6.9211e-05,6.9211e-05
313,1213.2,0.56093,0.27362,0.75736,0.98758,0.98307,0.99314,0.85007,0.53277,0.25784,0.76133,6.9112e-05,6.9112e-05,6.9112e-05
314,1217.04,0.51467,0.26308,0.76504,0.98863,0.98469,0.9938,0.86634,0.50143,0.24892,0.75947,6.9013e-05,6.9013e-05,6.9013e-05
315,1220.91,0.5255,0.26341,0.76474,0.98861,0.98307,0.99385,0.85976,0.52813,0.2531,0.76172,6.8914e-05,6.8914e-05,6.8914e-05
316,1224.83,0.52199,0.25917,0.76459,0.99066,0.98305,0.99363,0.86331,0.51014,0.24963,0.76015,6.8815e-05,6.8815e-05,6.8815e-05
317,1228.75,0.51702,0.26118,0.76451,0.98963,0.98242,0.99271,0.85466,0.53699,0.26215,0.76286,6.8716e-05,6.8716e-05,6.8716e-05
318,1232.58,0.56864,0.26926,0.76395,0.98965,0.98455,0.99314,0.86015,0.52742,0.25903,0.76188,6.8617e-05,6.8617e-05,6.8617e-05
319,1236.53,0.54252,0.26715,0.76228,0.98965,0.98495,0.99306,0.86022,0.51518,0.25284,0.76022,6.8518e-05,6.8518e-05,6.8518e-05
320,1240.37,0.55079,0.27244,0.76739,0.98861,0.9834,0.99211,0.84813,0.54427,0.2629,0.76209,6.8419e-05,6.8419e-05,6.8419e-05
321,1244.26,0.55152,0.27513,0.76311,0.99169,0.98323,0.99304,0.87038,0.49914,0.24904,0.76031,6.832e-05,6.832e-05,6.832e-05
322,1248.15,0.54049,0.26942,0.756,0.99269,0.98249,0.99353,0.86518,0.5124,0.25247,0.76166,6.8221e-05,6.8221e-05,6.8221e-05
323,1251.97,0.55681,0.27186,0.76931,0.98821,0.98146,0.99401,0.85923,0.5334,0.26102,0.763,6.8122e-05,6.8122e-05,6.8122e-05
324,1255.9,0.53269,0.26364,0.7635,0.98963,0.98294,0.9937,0.87904,0.48422,0.24533,0.75979,6.8023e-05,6.8023e-05,6.8023e-05
325,1259.8,0.53635,0.26876,0.76075,0.9917,0.98399,0.99416,0.87518,0.5061,0.25496,0.76126,6.7924e-05,6.7924e-05,6.7924e-05
326,1263.7,0.51514,0.26077,0.75558,0.99427,0.98146,0.99419,0.87581,0.49688,0.24887,0.76029,6.7825e-05,6.7825e-05,6.7825e-05
327,1267.5,0.52782,0.26592,0.76105,0.99374,0.98133,0.99418,0.86154,0.52386,0.25703,0.762,6.7726e-05,6.7726e-05,6.7726e-05
328,1271.56,0.54147,0.27389,0.763,0.99194,0.98455,0.99404,0.87554,0.49581,0.25038,0.76111,6.7627e-05,6.7627e-05,6.7627e-05
329,1275.46,0.55311,0.27558,0.75968,0.99206,0.98455,0.9938,0.87378,0.50479,0.25373,0.76127,6.7528e-05,6.7528e-05,6.7528e-05
330,1279.33,0.55169,0.28066,0.75958,0.99478,0.98129,0.99422,0.86805,0.51283,0.25738,0.76076,6.7429e-05,6.7429e-05,6.7429e-05
331,1283.21,0.51362,0.26273,0.76665,0.99169,0.98373,0.99441,0.87286,0.49974,0.25669,0.76064,6.733e-05,6.733e-05,6.733e-05
332,1287.09,0.53151,0.26755,0.76048,0.98971,0.98352,0.9944,0.86898,0.5016,0.2558,0.76079,6.7231e-05,6.7231e-05,6.7231e-05
333,1290.87,0.52941,0.26202,0.76299,0.99193,0.98249,0.99406,0.86955,0.50511,0.25575,0.76093,6.7132e-05,6.7132e-05,6.7132e-05
334,1294.75,0.54056,0.2701,0.75658,0.99358,0.9794,0.99401,0.86451,0.52225,0.26023,0.76156,6.7033e-05,6.7033e-05,6.7033e-05
335,1298.59,0.537,0.26915,0.764,0.99581,0.97932,0.99432,0.87397,0.50888,0.25746,0.76147,6.6934e-05,6.6934e-05,6.6934e-05
336,1302.55,0.54903,0.26486,0.76672,0.99137,0.98249,0.99438,0.86749,0.51656,0.25621,0.7609,6.6835e-05,6.6835e-05,6.6835e-05
337,1306.42,0.54511,0.26994,0.75946,0.99273,0.98505,0.99439,0.86966,0.51238,0.25078,0.76135,6.6736e-05,6.6736e-05,6.6736e-05
